INCIDENT_ID,DATE,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,MULTIPLE_OFFENSE
CR_119486,20-May-06,0,50,51,0,0,2,7,1,2,1,0,1,92,142,34,1
CR_122717,6-Apr-07,0,23,21,4,1,7,1,1,6,1,249,1,103,107,34,1
CR_44567,3-Nov-97,1,22,22,7,3,15,10,0,5,1,174,0,34,93,48,1
CR_192368,18-Mar-18,0,4,4,6,5,1,0,1,6,1,249,1,24,29,34,1
CR_158789,24-May-12,0,36,34,2,1,1,0,1,5,1,316,1,92,103,34,1
CR_103639,29-May-04,0,45,45,10,3,4,2,0,5,1,174,0,48,107,0,1
CR_64785,7-May-00,1,4,4,6,5,15,10,1,6,1,174,1,103,93,34,1
CR_8090,30-Mar-92,0,33,32,2,1,5,6,0,5,1,0,1,72,29,34,1
CR_48871,26-May-98,0,3,2,3,5,1,0,0,5,1,127,1,103,29,34,1
CR_16642,2-Nov-93,0,37,37,0,0,2,7,2,6,1,174,1,72,29,34,1
CR_683,29-Apr-91,0,21,23,4,1,2,7,0,5,2,260,1,92,29,34,0
CR_95022,14-Jul-03,0,36,34,2,1,1,0,0,5,1,174,0,92,130,50,1
CR_96084,28-Apr-03,0,45,45,10,3,6,4,2,6,1,174,1,103,93,34,1
CR_176357,21-Apr-15,0,36,34,2,1,1,0,1,2,1,0,1,92,93,34,1
CR_142922,15-Jun-10,0,4,4,6,5,4,2,1,6,1,316,1,88,29,34,1
CR_101298,30-Apr-04,0,28,28,3,5,8,3,1,6,1,316,1,112,136,34,1
CR_25393,5-Jun-95,1,4,4,6,5,16,12,4,2,2,43,1,72,142,34,0
CR_153192,11-Oct-11,0,38,38,10,3,7,1,0,5,1,174,0,18,29,0,1
CR_15644,6-Oct-93,1,36,34,2,1,15,10,0,5,2,128,0,18,133,46,0
CR_32372,18-Apr-96,1,3,2,3,5,15,10,1,5,1,249,1,18,133,34,1
CR_15845,14-Nov-93,0,36,34,2,1,1,0,0,5,1,174,0,103,93,43,1
CR_184482,17-Jul-17,0,2,3,10,3,6,4,1,6,1,316,1,72,29,34,1
CR_107791,27-Jan-05,1,22,22,7,3,15,10,0,5,1,174,1,103,29,34,1
CR_90853,9-Dec-03,0,4,4,6,5,3,5,1,6,1,316,1,34,29,34,1
CR_22560,2-Nov-94,7,36,34,2,1,9,8,0,5,1,174,0,92,29,48,1
CR_9216,20-Jan-92,1,36,34,2,1,18,13,0,5,1,249,1,92,29,34,1
CR_88790,4-Feb-02,1,45,45,10,3,15,10,1,6,1,249,1,112,29,34,1
CR_96357,11-Sep-03,0,46,46,3,5,4,2,1,6,1,316,1,72,29,34,1
CR_47262,12-Feb-97,0,36,34,2,1,6,4,1,6,2,128,0,92,93,48,0
CR_80689,23-Sep-01,0,43,43,9,0,5,6,3,6,1,316,1,12,80,34,1
CR_128756,13-Apr-08,0,5,5,3,5,6,4,3,6,1,316,1,109,80,34,1
CR_129719,24-Nov-08,0,19,19,1,3,9,8,0,5,1,249,1,103,29,34,1
CR_64090,7-Jul-99,1,49,49,6,5,15,10,1,6,1,249,1,103,29,34,1
CR_89160,12-May-02,0,47,48,7,3,4,2,1,5,1,174,0,98,119,34,1
CR_173335,5-Mar-15,0,4,4,6,5,4,2,1,6,2,128,1,103,103,34,0
CR_51949,20-Dec-98,7,21,23,4,1,9,8,2,2,1,325,1,103,53,34,1
CR_109707,22-Mar-05,0,33,32,2,1,7,1,1,6,1,249,1,59,103,34,1
CR_129293,7-Jul-08,0,9,10,7,3,4,2,1,2,3,0,3,98,107,34,1
CR_66283,25-Oct-00,0,4,4,6,5,2,7,0,5,1,249,1,103,14,34,1
CR_176925,5-Aug-15,0,37,37,0,0,2,7,1,2,1,249,1,92,0,34,1
CR_187269,20-Dec-17,0,21,23,4,1,4,2,1,2,1,316,1,72,87,34,1
CR_12371,11-Jul-93,0,15,14,3,5,9,8,1,6,1,0,1,84,142,34,1
CR_83612,16-Mar-02,0,4,4,6,5,5,6,9,6,1,0,1,54,29,34,1
CR_103190,22-Oct-04,0,39,39,6,5,2,7,1,6,1,174,1,103,29,34,1
CR_7232,18-Sep-92,0,33,32,2,1,7,1,0,5,1,174,1,112,29,34,1
CR_23079,29-May-94,0,39,39,6,5,3,5,4,6,1,316,1,72,29,34,1
CR_93922,20-May-03,0,30,35,7,3,6,4,1,2,2,200,1,103,142,34,0
CR_75100,9-Sep-01,0,4,4,6,5,4,2,0,5,1,174,0,18,87,46,1
CR_192018,23-Oct-18,0,4,4,6,5,2,7,1,2,1,249,1,92,103,34,1
CR_64244,22-Jun-99,0,49,49,6,5,4,2,1,6,1,249,1,103,14,34,1
CR_6554,6-Aug-92,3,22,22,7,3,9,8,0,5,1,174,0,92,29,48,1
CR_161217,26-Feb-13,0,4,4,6,5,7,1,1,6,1,249,1,111,80,34,1
CR_156015,29-Dec-12,0,9,10,7,3,6,4,1,2,1,303,1,92,107,34,1
CR_144872,21-Mar-10,1,26,27,9,0,15,10,4,6,3,0,3,103,29,34,1
CR_50740,18-Oct-98,0,4,4,6,5,4,2,1,6,1,316,1,72,14,34,1
CR_119648,4-Dec-07,0,3,2,3,5,3,5,2,0,1,0,1,98,29,34,1
CR_186277,9-Dec-17,0,9,10,7,3,5,6,2,2,2,316,2,72,93,34,1
CR_147935,26-Jun-10,0,49,49,6,5,8,3,0,5,1,174,0,97,119,23,1
CR_15130,15-Mar-93,0,33,32,2,1,7,1,0,5,1,174,0,92,93,48,1
CR_6723,27-Oct-92,1,22,22,7,3,15,10,1,2,1,0,1,112,142,34,1
CR_5923,15-Sep-92,0,18,18,9,0,7,1,0,5,1,174,0,112,29,23,1
CR_186152,15-Nov-17,0,7,8,7,3,2,7,1,6,1,174,,72,130,43,1
CR_43294,23-May-97,0,9,10,7,3,7,1,1,6,1,0,1,103,29,34,1
CR_163249,12-Mar-13,0,21,23,4,1,2,7,0,5,1,174,1,18,133,34,1
CR_120682,26-Aug-07,0,4,4,6,5,3,5,1,1,1,316,1,103,62,34,1
CR_97395,7-Apr-04,0,4,4,6,5,3,5,3,6,1,0,1,72,80,34,1
CR_124318,1-Jun-07,0,33,32,2,1,7,1,0,5,1,174,0,112,29,43,1
CR_177565,22-May-15,0,45,45,10,3,6,4,0,5,1,174,1,109,130,34,1
CR_100021,18-Dec-04,0,21,23,4,1,2,7,2,6,2,0,2,72,80,34,1
CR_68883,17-Oct-00,0,25,25,9,0,6,4,2,2,1,249,1,112,130,34,1
CR_92442,9-Sep-03,0,21,23,4,1,8,3,0,5,1,174,0,112,93,43,1
CR_139859,14-Oct-09,1,36,34,2,1,15,10,0,5,1,316,1,103,29,34,1
CR_193957,12-Sep-18,0,19,19,1,3,7,1,1,6,1,316,1,98,29,34,1
CR_148280,12-Feb-11,0,3,2,3,5,1,0,1,0,1,249,1,98,62,34,1
CR_169510,1-Feb-14,0,25,25,9,0,5,6,1,2,1,174,1,34,62,34,1
CR_182273,19-Jan-16,0,36,34,2,1,1,0,1,2,1,316,1,92,103,34,1
CR_153183,27-Sep-11,0,38,38,10,3,2,7,1,2,1,316,1,112,80,34,1
CR_195636,1-May-18,0,33,32,2,1,7,1,0,5,1,249,1,110,29,34,1
CR_26842,10-Nov-95,0,14,17,9,0,4,2,0,5,1,174,0,112,29,23,1
CR_136105,6-Jan-09,0,4,4,6,5,2,7,1,6,1,316,1,18,93,34,1
CR_153503,1-Nov-11,0,43,43,9,0,4,2,0,5,1,74,1,24,14,34,1
CR_136526,13-Aug-09,0,5,5,3,5,2,7,2,6,1,249,1,72,80,34,1
CR_185969,21-Nov-17,0,6,6,4,1,7,1,0,5,1,243,1,103,77,34,1
CR_8035,22-Jan-92,0,33,32,2,1,6,4,1,6,1,249,1,92,93,34,1
CR_39369,11-Jun-96,0,37,37,0,0,6,4,0,5,1,174,1,112,29,34,1
CR_84051,3-Nov-02,0,5,5,3,5,7,1,1,5,1,249,0,103,93,34,1
CR_71262,21-Jul-00,0,44,44,1,3,9,8,1,6,1,174,1,103,142,34,1
CR_96494,9-Jan-03,1,47,48,7,3,16,12,1,6,1,316,0,98,142,34,1
CR_49635,1-Jan-98,0,4,4,6,5,1,0,1,6,1,316,1,72,29,34,1
CR_67734,27-Mar-00,0,21,23,4,1,6,4,0,5,1,316,1,59,103,34,1
CR_185814,3-Aug-17,0,4,4,6,5,4,2,1,5,1,316,1,103,62,34,1
CR_24626,18-Feb-95,0,4,4,6,5,3,5,1,2,1,316,1,72,103,34,1
CR_123469,7-Nov-07,0,25,25,9,0,3,5,1,2,1,316,1,112,130,34,1
CR_1609,26-Feb-91,0,33,32,2,1,7,1,0,5,2,249,2,103,93,34,1
CR_148985,7-Jul-11,0,4,4,6,5,5,6,3,5,1,174,0,92,119,0,1
CR_50611,20-Feb-98,0,4,4,6,5,2,7,5,3,2,291,1,72,29,34,0
CR_148317,18-Jun-11,0,3,2,3,5,1,0,0,5,1,174,1,98,62,34,1
CR_69834,30-Apr-00,0,34,33,3,5,3,5,1,6,1,316,1,103,62,34,1
CR_45650,31-Jul-97,0,28,28,3,5,6,4,0,5,1,174,1,103,103,34,1
CR_136494,23-Aug-09,0,5,5,3,5,2,7,1,5,1,0,1,72,142,34,1
CR_38855,10-Jan-96,0,36,34,2,1,1,0,0,5,1,249,1,92,62,34,1
CR_52698,27-Nov-98,0,24,24,0,0,4,2,1,6,1,0,1,98,62,34,1
CR_159254,11-Jun-12,0,37,37,0,0,9,8,1,6,1,249,1,34,29,34,1
CR_71096,20-Jun-00,0,40,40,2,1,3,5,2,6,1,174,1,103,93,34,1
CR_106881,9-Jun-05,0,15,14,3,5,4,2,2,6,2,0,2,103,62,34,1
CR_190571,20-Feb-17,0,44,44,1,3,4,2,1,2,1,249,1,67,119,34,1
CR_38198,21-Jul-96,0,33,32,2,1,6,4,0,5,1,174,0,116,14,0,1
CR_162300,25-Apr-13,0,9,10,7,3,6,4,1,6,2,249,2,103,29,34,1
CR_149238,21-Jun-11,0,4,4,6,5,2,7,1,2,1,0,1,72,87,34,1
CR_40985,27-Jun-97,0,3,2,3,5,1,0,0,5,1,249,1,103,87,34,1
CR_130195,27-Jan-08,1,22,22,7,3,15,10,0,5,1,174,0,92,93,23,1
CR_25503,8-Jun-95,0,4,4,6,5,5,6,0,5,1,174,1,24,93,34,1
CR_167330,23-Oct-14,3,4,4,6,5,18,13,1,6,1,249,1,2,29,34,1
CR_138777,20-Dec-09,0,33,32,2,1,6,4,0,5,1,127,0,103,142,43,1
CR_44196,12-Mar-97,7,21,23,4,1,9,8,0,5,1,174,0,112,62,43,1
CR_98755,22-Aug-04,0,5,5,3,5,2,7,1,5,1,0,1,72,80,34,1
CR_70804,26-Jul-00,0,38,38,10,3,8,3,0,5,3,102,3,103,29,34,1
CR_136938,16-Aug-09,0,9,10,7,3,5,6,1,6,1,0,1,72,130,34,1
CR_130532,12-Sep-08,0,24,24,0,0,4,2,1,1,1,316,1,72,142,34,1
CR_1439,10-Apr-91,0,25,25,9,0,7,1,2,6,2,316,2,112,29,34,1
CR_158506,5-Nov-12,0,35,30,3,5,1,0,0,5,1,174,0,72,93,43,1
CR_176368,9-Dec-15,0,36,34,2,1,1,0,1,5,1,174,0,92,87,43,1
CR_61829,25-Dec-99,0,33,32,2,1,6,4,0,5,1,174,0,67,93,0,1
CR_186188,3-Jan-17,3,7,8,7,3,9,8,1,2,1,316,1,2,142,41,1
CR_155976,22-Aug-12,7,9,10,7,3,9,8,1,5,1,174,1,103,107,34,1
CR_83366,22-May-02,1,4,4,6,5,15,10,1,5,1,174,1,103,29,34,1
CR_169696,1-Mar-14,0,29,29,9,0,3,5,3,6,1,249,1,103,62,34,1
CR_101744,24-Apr-04,0,33,32,2,1,6,4,0,5,1,174,0,103,107,43,1
CR_144322,12-Jun-10,1,22,22,7,3,15,10,0,5,1,174,0,72,93,23,1
CR_169848,14-Nov-14,0,30,35,7,3,3,5,2,2,2,316,2,110,29,34,1
CR_29087,23-Feb-95,0,33,32,2,1,6,4,0,5,2,249,2,72,29,34,1
CR_174465,12-Jul-15,0,21,23,4,1,5,6,1,6,1,74,1,103,76,34,1
CR_149941,9-Mar-11,1,9,10,7,3,15,10,1,5,1,249,1,34,87,34,1
CR_126324,18-Apr-07,0,45,45,10,3,1,0,0,5,1,249,1,103,62,34,1
CR_24843,30-May-95,0,4,4,6,5,4,2,0,5,4,145,2,103,14,34,0
CR_92191,8-May-03,0,16,15,0,0,1,0,5,2,1,0,1,112,130,34,1
CR_48832,2-Jan-98,0,3,2,3,5,1,0,1,6,1,316,1,103,62,34,1
CR_34809,28-Oct-96,1,9,10,7,3,15,10,1,2,1,303,1,103,130,34,1
CR_6075,15-Sep-92,0,21,23,4,1,6,4,1,6,2,249,2,92,29,34,1
CR_182127,18-Jan-16,0,35,30,3,5,3,5,1,6,1,174,1,98,80,34,1
CR_41965,2-Oct-97,0,4,4,6,5,7,1,0,5,1,102,0,18,133,46,1
CR_48288,9-Jun-97,0,45,45,10,3,2,7,1,6,1,249,1,103,103,34,1
CR_71808,8-Sep-00,1,47,48,7,3,15,10,1,5,1,174,1,103,62,34,1
CR_128519,17-Oct-08,0,4,4,6,5,5,6,0,5,1,249,1,24,107,34,1
CR_125799,24-May-07,1,42,42,7,3,12,16,0,5,1,74,1,113,124,34,1
CR_18261,11-Nov-93,0,49,49,6,5,4,2,0,5,2,128,0,31,29,0,0
CR_175305,3-Jul-15,0,25,25,9,0,3,5,1,5,3,174,3,92,62,34,1
CR_127606,18-Jun-08,0,4,4,6,5,4,2,1,6,1,174,1,103,29,34,1
CR_24343,24-Sep-94,7,50,51,0,0,9,8,1,6,1,316,1,112,119,34,1
CR_132449,20-Dec-08,1,36,34,2,1,15,10,0,5,2,174,0,103,93,43,1
CR_161992,30-Jun-13,0,5,5,3,5,3,5,1,6,1,316,1,72,25,34,1
CR_138876,15-Nov-09,0,33,32,2,1,6,4,0,5,1,174,0,103,29,43,1
CR_121674,25-Jan-07,7,9,10,7,3,9,8,1,5,1,174,0,112,93,0,1
CR_65456,4-May-00,0,4,4,6,5,1,0,0,5,1,249,1,24,93,34,1
CR_101394,11-Aug-04,0,30,35,7,3,7,1,0,5,1,174,1,103,77,34,1
CR_189958,19-Oct-17,0,37,37,0,0,4,2,1,2,1,236,1,103,115,34,1
CR_20706,10-Jun-94,0,26,27,9,0,3,5,1,2,1,316,1,72,142,34,1
CR_123553,23-Apr-07,0,26,27,9,0,7,1,1,6,3,0,3,98,29,34,1
CR_31572,10-Apr-95,0,45,45,10,3,7,1,0,5,1,174,0,72,29,48,1
CR_94163,4-Jun-03,0,33,32,2,1,6,4,1,0,1,249,1,112,29,34,1
CR_84583,19-Nov-02,0,14,17,9,0,8,3,0,5,1,174,0,103,107,34,1
CR_146597,12-Apr-10,0,37,37,0,0,6,4,0,5,1,174,0,67,93,0,1
CR_39013,25-Jul-96,0,36,34,2,1,1,0,0,5,1,249,1,92,93,34,1
CR_125303,24-Aug-07,0,37,37,0,0,4,2,1,2,1,249,1,103,142,34,1
CR_64509,1-Apr-00,0,3,2,3,5,1,0,1,5,1,249,1,103,80,34,1
CR_41174,18-May-97,0,4,4,6,5,5,6,1,6,1,316,1,24,29,34,1
CR_50365,5-May-98,0,4,4,6,5,2,7,4,6,2,174,2,103,62,34,1
CR_72544,7-Feb-01,0,3,2,3,5,4,2,1,6,1,316,1,109,62,34,1
CR_93250,31-Mar-03,0,24,24,0,0,5,6,0,5,1,174,0,103,119,34,1
CR_69994,31-Mar-00,1,36,34,2,1,15,10,0,5,1,174,0,92,93,48,1
CR_75394,15-Sep-01,0,6,6,4,1,7,1,2,2,1,249,1,54,29,34,1
CR_53928,5-Sep-98,0,33,32,2,1,5,6,0,5,1,174,0,103,29,43,1
CR_136649,12-Apr-09,0,6,6,4,1,4,2,1,6,1,249,1,72,29,34,1
CR_162755,29-Oct-13,3,18,18,9,0,9,8,0,5,1,174,0,112,29,23,1
CR_140198,19-Jan-09,1,37,37,0,0,11,17,0,5,1,74,1,103,115,34,1
CR_31729,1-Mar-95,0,46,46,3,5,5,6,1,6,2,316,2,103,142,34,1
CR_174256,12-Dec-15,0,19,19,1,3,3,5,1,6,1,249,1,34,29,34,1
CR_109315,22-Jun-05,0,33,32,2,1,6,4,0,5,1,174,0,116,29,0,1
CR_46578,9-Apr-97,1,36,34,2,1,15,10,0,5,1,174,0,92,93,0,1
CR_70418,1-Oct-00,1,36,34,2,1,15,10,0,5,1,249,1,103,29,34,1
CR_186665,7-Dec-17,0,18,18,9,0,9,8,1,6,1,249,1,103,29,34,1
CR_92692,13-Apr-03,0,21,23,4,1,2,7,1,6,2,316,2,34,29,34,1
CR_47414,8-Mar-97,0,37,37,0,0,3,5,1,2,1,249,1,72,142,34,1
CR_131679,16-Jan-08,0,33,32,2,1,5,6,0,5,1,174,0,103,29,43,1
CR_87077,21-Feb-02,0,33,32,2,1,6,4,0,5,1,174,0,12,93,0,1
CR_165383,8-Sep-13,0,37,37,0,0,6,4,4,5,2,316,2,72,29,34,1
CR_42534,2-Dec-97,0,4,4,6,5,2,7,1,6,1,316,1,72,62,34,1
CR_122243,16-Aug-07,0,21,23,4,1,7,1,0,5,1,174,1,103,93,34,1
CR_63887,7-Apr-99,1,47,48,7,3,16,12,1,6,1,249,1,72,29,34,1
CR_176407,25-Oct-15,0,36,34,2,1,1,0,1,2,1,0,1,92,93,34,1
CR_14944,26-Jul-93,0,33,32,2,1,6,4,0,5,3,249,3,72,93,34,1
CR_64763,3-Aug-00,0,4,4,6,5,3,5,2,6,1,316,1,112,29,34,1
CR_41710,28-Nov-97,0,4,4,6,5,1,0,1,6,1,0,1,72,130,34,1
CR_147811,7-Jul-10,1,49,49,6,5,15,10,0,5,1,174,1,59,29,34,1
CR_125843,27-Jan-07,0,42,42,7,3,6,4,2,6,2,316,2,98,80,34,1
CR_188900,10-May-17,0,33,32,2,1,8,3,0,5,1,174,,92,29,50,1
CR_65641,26-Jul-00,0,4,4,6,5,4,2,2,6,3,0,3,72,142,34,1
CR_65929,2-Nov-00,7,4,4,6,5,9,8,0,5,1,174,1,112,14,34,1
CR_173831,7-Aug-15,1,9,10,7,3,15,10,1,6,1,0,1,113,80,34,1
CR_144426,20-Sep-10,0,24,24,0,0,7,1,1,6,1,249,1,92,107,34,1
CR_67958,3-Jun-00,0,21,23,4,1,2,7,0,5,1,174,1,72,14,34,1
CR_131010,4-Oct-08,0,25,25,9,0,7,1,1,6,1,316,1,92,142,34,1
CR_124914,12-Mar-07,0,36,34,2,1,1,0,0,5,1,249,1,92,62,34,1
CR_65033,5-Apr-00,0,4,4,6,5,1,0,3,6,3,67,2,54,62,34,0
CR_165865,1-Feb-13,1,42,42,7,3,15,10,1,6,1,249,1,109,29,34,1
CR_116610,28-Apr-06,0,33,32,2,1,5,6,0,5,1,249,1,103,29,34,1
CR_62364,29-Aug-99,0,36,34,2,1,1,0,1,6,1,316,1,92,29,34,1
CR_31676,8-Oct-95,0,46,46,3,5,5,6,5,6,1,174,1,103,142,34,1
CR_185841,11-May-17,0,5,5,3,5,3,5,1,6,1,0,1,98,29,34,1
CR_184703,23-Dec-17,0,3,2,3,5,1,0,0,5,1,174,,54,97,23,1
CR_162893,6-Sep-13,1,19,19,1,3,11,17,0,5,1,174,1,103,29,34,1
CR_34903,20-Mar-96,0,9,10,7,3,5,6,1,5,1,249,1,103,29,34,1
CR_15816,3-Oct-93,0,36,34,2,1,1,0,0,5,1,174,0,92,93,0,1
CR_105109,14-May-05,0,4,4,6,5,5,6,2,2,1,0,1,103,80,34,1
CR_82831,24-Jun-02,0,4,4,6,5,1,0,1,6,1,316,1,116,130,34,1
CR_87211,17-Jun-02,0,36,34,2,1,5,6,1,2,2,249,2,92,130,34,1
CR_45796,30-Oct-97,0,33,32,2,1,8,3,0,5,1,174,0,103,93,43,1
CR_111215,18-May-05,0,45,45,10,3,1,0,0,5,1,174,0,98,93,43,1
CR_176340,9-Sep-15,0,36,34,2,1,1,0,1,5,1,174,0,103,62,43,1
CR_97453,18-Jan-04,1,4,4,6,5,15,10,3,6,1,303,1,72,29,34,1
CR_15007,8-Feb-93,0,33,32,2,1,6,4,0,5,1,316,1,112,142,34,1
CR_157213,21-Sep-12,1,24,24,0,0,15,10,0,5,1,174,1,103,29,34,1
CR_37168,20-Feb-96,0,25,25,9,0,6,4,1,6,1,102,0,92,29,43,1
CR_16780,3-Mar-93,0,38,38,10,3,3,5,1,6,2,0,2,72,29,34,1
CR_131013,2-Mar-08,1,25,25,9,0,16,12,1,5,1,174,1,103,62,34,1
CR_96714,27-Oct-03,0,49,49,6,5,7,1,2,5,1,249,1,112,107,34,1
CR_163723,15-May-13,0,25,25,9,0,7,1,1,5,1,316,1,109,103,34,1
CR_83125,22-Jul-02,0,4,4,6,5,4,2,0,5,1,249,1,103,87,34,1
CR_150449,29-Apr-11,0,19,19,1,3,5,6,0,5,1,249,1,103,130,34,1
CR_20985,30-Apr-94,0,33,32,2,1,5,6,0,5,2,249,2,103,119,34,1
CR_142442,12-Aug-10,0,4,4,6,5,4,2,0,5,1,174,1,103,119,34,1
CR_146545,2-Apr-10,0,37,37,0,0,7,1,5,6,2,179,2,72,93,34,0
CR_119158,17-Sep-06,0,47,48,7,3,4,2,1,2,1,316,1,98,107,34,1
CR_82420,21-Apr-02,0,4,4,6,5,4,2,0,5,1,249,1,18,93,34,1
CR_58987,9-Feb-99,0,6,6,4,1,6,4,1,6,1,249,1,103,29,34,1
CR_73190,17-Jan-01,0,4,4,6,5,6,4,0,5,1,249,1,103,93,34,1
CR_77069,4-Jan-01,1,22,22,7,3,15,10,0,5,1,174,0,112,93,23,1
CR_181120,1-Sep-16,0,24,24,0,0,7,1,1,6,1,316,1,111,130,34,1
CR_186536,25-Aug-17,0,16,15,0,0,1,0,0,5,1,174,1,92,93,34,1
CR_114714,21-Jul-06,0,21,23,4,1,7,1,1,6,1,0,1,10,29,34,1
CR_119569,10-Oct-07,0,1,0,1,3,5,6,1,2,1,316,1,103,62,34,1
CR_177730,27-Mar-15,1,47,48,7,3,15,10,1,6,2,234,2,72,29,34,0
CR_67628,29-Sep-00,0,19,19,1,3,8,3,0,5,2,249,2,103,29,34,1
CR_68858,1-Jun-00,0,25,25,9,0,6,4,1,2,1,316,1,98,29,34,1
CR_58674,28-Aug-99,0,4,4,6,5,4,2,0,5,1,174,1,103,14,34,1
CR_41110,28-Aug-97,1,3,2,3,5,15,10,1,6,1,174,1,112,93,34,1
CR_153536,11-May-11,0,44,44,1,3,2,7,2,6,3,158,3,99,130,34,0
CR_76386,15-Oct-01,0,19,19,1,3,7,1,0,5,1,174,0,48,130,0,1
CR_141205,9-May-09,0,47,48,7,3,4,2,2,2,1,0,1,72,142,34,1
CR_132871,8-Feb-08,7,36,34,2,1,9,8,1,6,1,316,1,92,107,34,1
CR_13260,29-Nov-93,0,21,23,4,1,6,4,1,6,1,249,1,112,93,34,1
CR_139064,31-Jan-09,0,33,32,2,1,7,1,1,6,1,249,1,103,29,34,1
CR_131425,25-Feb-08,0,30,35,7,3,3,5,1,6,1,174,0,72,93,23,1
CR_154764,29-Sep-12,0,4,4,6,5,6,4,2,6,2,316,2,109,62,34,1
CR_190950,26-Mar-17,1,47,48,7,3,15,10,1,6,1,316,1,84,133,41,1
CR_196834,13-Dec-18,1,37,37,0,0,11,17,1,6,1,218,0,111,139,48,1
CR_75110,23-Sep-01,0,4,4,6,5,4,2,0,5,1,249,1,98,119,34,1
CR_120348,11-Nov-07,0,4,4,6,5,1,0,1,6,1,174,1,98,29,34,1
CR_36117,26-May-96,1,22,22,7,3,15,10,3,2,1,0,1,72,142,34,1
CR_39988,15-Aug-96,0,42,42,7,3,8,3,1,2,1,303,1,72,29,34,1
CR_73289,14-Jul-01,0,4,4,6,5,3,5,1,6,2,58,2,72,29,34,0
CR_129901,6-Aug-08,0,21,23,4,1,7,1,2,2,2,316,2,24,87,34,1
CR_19468,5-Oct-94,0,9,10,7,3,3,5,1,2,2,316,2,72,142,34,1
CR_7277,16-Aug-92,0,33,32,2,1,6,4,1,6,1,316,1,92,29,34,1
CR_32147,24-Jan-96,0,0,1,6,5,3,5,0,5,1,249,1,72,103,34,1
CR_123887,29-Sep-07,0,33,32,2,1,7,1,1,6,1,249,1,103,80,34,1
CR_135373,11-Jan-09,0,4,4,6,5,4,2,1,6,1,0,1,12,62,34,1
CR_113329,4-Feb-06,0,4,4,6,5,2,7,1,6,1,0,1,103,62,34,1
CR_146978,10-Feb-10,0,40,40,2,1,8,3,1,2,1,316,1,98,80,34,1
CR_48843,28-Feb-98,0,3,2,3,5,1,0,0,5,1,174,1,103,103,34,1
CR_108864,18-Jul-05,0,29,29,9,0,3,5,1,6,1,249,1,98,130,34,1
CR_134160,13-Jul-08,0,45,45,10,3,8,3,4,2,2,316,2,10,142,34,1
CR_159827,8-Mar-12,0,44,44,1,3,9,8,1,6,1,74,0,72,142,23,1
CR_141908,29-May-10,0,4,4,6,5,3,5,1,2,3,303,3,72,103,34,1
CR_161005,29-Sep-13,0,3,2,3,5,1,0,0,5,1,174,1,72,119,34,1
CR_189363,3-Dec-17,0,36,34,2,1,1,0,1,6,1,174,,92,93,43,1
CR_117446,16-Jul-06,0,36,34,2,1,1,0,1,6,1,0,1,92,62,34,1
CR_197125,20-May-18,1,39,39,6,5,15,10,1,6,2,73,1,116,29,39,0
CR_35567,13-Oct-96,0,19,19,1,3,6,4,7,3,7,0,7,72,142,34,1
CR_56862,27-Feb-99,0,4,4,6,5,3,5,1,6,1,0,1,72,62,34,1
CR_75243,25-Jan-01,0,5,5,3,5,2,7,1,6,1,249,1,112,29,34,1
CR_68271,31-Dec-00,1,22,22,7,3,15,10,0,5,1,174,0,103,29,48,1
CR_16419,27-Mar-93,7,36,34,2,1,9,8,0,5,1,249,1,92,62,34,1
CR_35372,7-Jun-96,0,16,15,0,0,1,0,1,6,2,316,2,109,29,34,1
CR_181925,25-Aug-16,0,33,32,2,1,5,6,0,5,1,174,0,112,62,43,1
CR_147167,23-Jun-10,0,43,43,9,0,4,2,0,5,2,174,2,103,103,34,1
CR_124251,29-Mar-07,0,33,32,2,1,5,6,0,5,1,316,1,72,115,34,1
CR_166588,30-Dec-13,1,49,49,6,5,15,10,1,5,2,231,2,103,130,34,1
CR_9718,24-May-92,5,39,39,6,5,18,13,1,5,2,174,2,103,29,34,1
CR_178275,11-May-16,1,2,3,10,3,17,11,2,6,1,316,1,87,29,34,1
CR_192627,2-May-18,0,4,4,6,5,4,2,1,6,1,249,1,98,6,34,1
CR_160192,12-Sep-12,0,45,45,10,3,1,0,1,2,1,316,1,98,62,34,1
CR_6614,28-Dec-92,1,22,22,7,3,15,10,1,6,1,316,1,12,29,34,1
CR_4968,8-Mar-92,0,5,5,3,5,6,4,1,6,1,249,1,72,29,34,1
CR_31850,11-Oct-95,1,49,49,6,5,15,10,0,5,1,249,1,103,29,34,1
CR_152495,5-Sep-11,1,36,34,2,1,15,10,0,5,1,174,1,103,93,34,1
CR_108752,14-Feb-05,0,26,27,9,0,3,5,2,6,1,316,1,112,29,34,1
CR_27917,18-Dec-95,0,23,21,4,1,5,6,1,6,1,249,1,103,130,34,1
CR_129983,25-Aug-08,0,21,23,4,1,8,3,0,5,2,174,2,42,29,34,1
CR_116404,20-Dec-06,0,33,32,2,1,6,4,1,6,1,249,1,112,29,34,1
CR_152840,13-Nov-11,1,36,34,2,1,15,10,1,6,1,316,1,92,130,34,1
CR_86188,26-Jul-02,0,25,25,9,0,3,5,0,5,1,174,0,103,103,43,1
CR_19539,8-May-94,1,9,10,7,3,15,10,1,5,1,174,1,103,29,34,1
